generation,member,mean_conc,ar_rate,nsga2_front,nsga2_crowding_distance,spea2_unconstrained_fitness,spea2_constrained_fitness,is_feasible,feasible_distance
7,gen=4_member=330_pso,0.00112098,7.85459,1,0.000527964,0.466715,0.466715,1,-999
7,gen=6_member=534_pso,0.000664225,7.95574,1,0.000460576,0.457564,0.457564,1,-999
7,gen=5_member=449_pso,0.0247743,7.13529,1,0.000323553,0.474896,0.474896,1,-999
7,gen=6_member=576_pso,0.223381,5.89626,1,0,0.465966,0.465966,1,-999
7,gen=7_member=629_pso,0.103006,6.44355,1,0.0534254,0.474218,0.474218,1,-999
7,gen=7_member=691_pso,0.164799,6.12738,1,0.0408876,0.478566,0.478566,1,-999
7,gen=7_member=686_pso,0.157619,6.15552,1,0.0393794,1.47963,1.47963,1,-999
7,gen=7_member=603_pso,0.184821,6.04228,1,0.0355439,0.483261,0.483261,1,-999
7,gen=7_member=609_pso,0.200344,5.9766,1,0.0322734,0.479944,0.479944,1,-999
7,gen=7_member=679_pso,0.167492,6.11528,1,0.0286301,0.480775,0.480775,1,-999
7,gen=7_member=652_pso,0.110917,6.39519,1,0.0252708,0.476339,0.476339,1,-999
7,gen=7_member=688_pso,0.118531,6.35298,1,0.0248155,1.48388,1.48388,1,-999
7,gen=7_member=663_pso,0.214887,5.92908,1,0.0239546,0.473445,0.473445,1,-999
7,gen=7_member=623_pso,0.13045,6.29221,1,0.0225905,0.484984,0.484984,1,-999
7,gen=7_member=619_pso,0.0784503,6.59387,1,0.0222408,1.48088,1.48088,1,-999
7,gen=7_member=668_pso,0.0743937,6.62278,1,0.0218001,0.482376,0.482376,1,-999
7,gen=7_member=680_pso,0.15529,6.16847,1,0.0203985,0.48105,0.48105,1,-999
7,gen=7_member=672_pso,0.0584448,6.74686,1,0.0185549,0.479302,0.479302,1,-999
7,gen=7_member=698_pso,0.0623435,6.71807,1,0.0166838,0.480062,0.480062,1,-999
7,gen=7_member=632_pso,0.0603086,6.74134,1,0.0161465,0.480618,0.480618,1,-999
7,gen=7_member=654_pso,0.0698856,6.66126,1,0.016025,0.483576,0.483576,1,-999
7,gen=7_member=643_pso,0.0797641,6.58584,1,0.0146694,0.479009,0.479009,1,-999
7,gen=7_member=653_pso,0.186555,6.03356,1,0.0145203,0.483759,0.483759,1,-999
7,gen=7_member=636_pso,0.124546,6.31578,1,0.0126285,0.485232,0.485232,1,-999
7,gen=7_member=693_pso,0.0819924,6.57054,1,0.0107151,0.478121,0.478121,1,-999
7,gen=7_member=659_pso,0.0475652,6.86633,1,0.00985894,0.474775,0.474775,1,-999
7,gen=7_member=628_pso,0.132135,6.2828,1,0.00874931,0.48469,0.48469,1,-999
7,gen=7_member=631_pso,0.186284,6.03755,1,0.00717971,0.484418,0.484418,1,-999
7,gen=7_member=682_pso,0.137296,6.25062,1,0.00710559,0.482516,0.482516,1,-999
7,gen=7_member=683_pso,0.0328273,7.02567,1,0.00664598,0.474883,0.474883,1,-999
7,gen=7_member=689_pso,0.00639246,7.43002,1,0.00499357,1.47554,1.47554,1,-999
7,gen=7_member=671_pso,0.00339105,7.60174,1,0.00492088,0.467124,0.467124,1,-999
7,gen=7_member=635_pso,0.00591693,7.461,1,0.00430714,0.468635,0.468635,1,-999
7,gen=7_member=637_pso,0.00932671,7.32719,1,0.00376905,0.478832,0.478832,1,-999
7,gen=7_member=666_pso,0.00535244,7.48003,1,0.00523555,0.469496,0.469496,1,-999
7,gen=7_member=655_pso,0.00960864,7.31828,1,0.002698,0.479704,0.479704,1,-999
8,gen=4_member=320_pso,0.000474741,8,1,1e+30,0.439492,0.439492,1,-999
8,gen=6_member=530_pso,0.241938,5.82919,1,0,0.459131,0.459131,1,-999
8,gen=6_member=528_pso,0.0945761,6.49318,1,0.0452546,0.476339,0.476339,1,-999
8,gen=6_member=559_pso,0.21328,5.93316,1,0.0456281,0.481167,0.481167,1,-999
8,gen=6_member=512_pso,0.201026,5.97492,1,0.0117042,0.48544,0.48544,1,-999
8,gen=7_member=629_pso,0.103006,6.44355,1,0.0396176,0.476424,0.476424,1,-999
8,gen=6_member=548_pso,0.193233,6.00884,1,0.0111084,0.488393,0.488393,1,-999
8,gen=6_member=578_pso,0.177701,6.07297,1,0.0155594,0.49,0.49,1,-999
8,gen=7_member=691_pso,0.164799,6.12738,1,0.0127849,0.488665,0.488665,1,-999
8,gen=5_member=414_pso,0.152694,6.17981,1,0.0398229,0.481788,0.481788,1,-999
8,gen=7_member=686_pso,0.157619,6.15552,1,0.0273967,0.484899,0.484899,1,-999
8,gen=6_member=571_pso,0.0884321,6.53021,1,0.0277242,0.476776,0.476776,1,-999
8,gen=5_member=424_pso,0.14564,6.21489,1,0.03769,0.481047,0.481047,1,-999
8,gen=7_member=603_pso,0.184821,6.04228,1,0.0310235,0.489574,0.489574,1,-999
8,gen=6_member=525_pso,0.219065,5.91079,1,0.037729,0.477719,0.477719,1,-999
8,gen=4_member=391_pso,0.107476,6.41443,1,0.020077,0.480816,0.480816,1,-999
8,gen=7_member=609_pso,0.200344,5.9766,1,0.0240479,0.485862,0.485862,1,-999
8,gen=5_member=430_pso,0.0239819,7.14822,2,1e+30,0.477441,0.477441,1,-999
8,gen=6_member=522_pso,0.14356,6.22067,1,0.0289836,0.482455,0.482455,1,-999
8,gen=7_member=679_pso,0.167492,6.11528,2,0.769688,0.488715,0.488715,1,-999
8,gen=4_member=311_pso,0.0173692,7.18439,1,0.0224491,0.477527,0.477527,1,-999
8,gen=6_member=526_pso,0.138616,6.2431,1,0.0258491,0.482154,0.482154,1,-999
8,gen=7_member=652_pso,0.110917,6.39519,1,0.00802622,0.482282,0.482282,1,-999
8,gen=6_member=509_pso,0.0853209,6.54439,1,0.025093,0.475652,0.475652,1,-999
8,gen=7_member=688_pso,0.118531,6.35298,1,0.0178547,0.486556,0.486556,1,-999
8,gen=5_member=434_pso,0.125476,6.31249,1,0.0185242,0.486037,0.486037,1,-999
8,gen=7_member=663_pso,0.214887,5.92908,2,1e+30,0.480159,0.480159,1,-999
8,gen=5_member=436_pso,0.0275053,7.09081,1,0.0232016,0.477243,0.477243,1,-999
8,gen=7_member=623_pso,0.13045,6.29221,1,0.00782346,0.487857,0.487857,1,-999
8,gen=7_member=619_pso,0.0784503,6.59387,1,0.0059493,0.483576,0.483576,1,-999
8,gen=5_member=405_pso,0.174765,6.09213,1,0.0169984,0.487602,0.487602,1,-999
8,gen=7_member=668_pso,0.0743937,6.62278,1,0.0211945,0.484608,0.484608,1,-999
8,gen=5_member=462_pso,0.0414492,6.93226,1,0.00497657,0.480833,0.480833,1,-999
8,gen=5_member=479_pso,0.0369793,6.97206,1,0.0185191,0.480276,0.480276,1,-999
8,gen=5_member=481_pso,0.0134672,7.20248,1,0.0205784,0.480151,0.480151,1,-999
8,gen=6_member=535_pso,0.115191,6.36946,1,0.0204394,0.485933,0.485933,1,-999
8,gen=7_member=680_pso,0.15529,6.16847,1,0.0199123,0.481878,0.481878,1,-999
8,gen=3_member=244_pso,0.171712,6.09904,2,0.0257541,0.48586,0.48586,1,-999
8,gen=4_member=335_pso,0.0304349,7.05394,1,0.0198894,0.477441,0.477441,1,-999
8,gen=5_member=411_pso,0.133044,6.2677,1,0.0196638,0.486399,0.486399,1,-999
8,gen=6_member=565_pso,0.0558283,6.78647,1,0.0188119,0.479327,0.479327,1,-999
8,gen=7_member=672_pso,0.0584448,6.74686,1,0.0184886,0.479302,0.479302,1,-999
8,gen=4_member=340_pso,0.0459754,6.87644,1,0.00785822,0.483589,0.483589,1,-999
8,gen=6_member=563_pso,0.113578,6.38234,1,0.0173508,0.484938,0.484938,1,-999
8,gen=4_member=315_pso,0.136901,6.25618,1,0.0175482,0.483571,0.483571,1,-999
8,gen=5_member=461_pso,0.0503191,6.8358,1,0.0158173,0.478691,0.478691,1,-999
8,gen=7_member=698_pso,0.0623435,6.71807,1,0.0166242,0.480062,0.480062,1,-999
8,gen=5_member=429_pso,0.0424053,6.92033,1,0.00739777,0.481745,0.481745,1,-999
8,gen=5_member=440_pso,0.0172044,7.18621,1,0.016102,0.47711,0.47711,1,-999
8,gen=7_member=632_pso,0.0603086,6.74134,1,0.0160888,0.480618,0.480618,1,-999
8,gen=6_member=523_pso,0.121183,6.33728,1,0.0120044,0.486485,0.486485,1,-999
8,gen=7_member=654_pso,0.0698856,6.66126,1,0.0159678,0.483576,0.483576,1,-999
8,gen=6_member=504_pso,0.18979,6.02125,1,0.0164616,0.48836,0.48836,1,-999
8,gen=6_member=540_pso,0.0532476,6.80896,1,0.00367335,0.478163,0.478163,1,-999
8,gen=7_member=643_pso,0.0797641,6.58584,1,0.0121288,0.482042,0.482042,1,-999
8,gen=6_member=520_pso,0.0676353,6.67264,1,0.0145592,0.481978,0.481978,1,-999
8,gen=7_member=653_pso,0.186555,6.03356,2,0,0.487823,0.487823,1,-999
8,gen=6_member=513_pso,0.190233,6.02098,1,0.0110664,0.488446,0.488446,1,-999
8,gen=5_member=478_pso,0.122427,6.33656,1,0.0107235,0.486706,0.486706,1,-999
8,gen=6_member=569_pso,0.0823514,6.56696,1,0.0137355,0.480828,0.480828,1,-999
8,gen=5_member=470_pso,0.0715048,6.64868,1,0.00809064,0.484642,0.484642,1,-999
8,gen=6_member=558_pso,0.172409,6.09502,2,0.0763311,0.486813,0.486813,1,-999
8,gen=7_member=636_pso,0.124546,6.31578,1,0.00699221,0.486738,0.486738,1,-999
8,gen=5_member=418_pso,0.0731863,6.63572,1,0.0105126,0.484081,0.484081,1,-999
8,gen=6_member=506_pso,0.0491629,6.84512,1,0.0113642,0.480853,0.480853,1,-999
8,gen=6_member=597_pso,0.0248125,7.13081,1,0.0155485,0.475364,0.475364,1,-999
8,gen=7_member=693_pso,0.0819924,6.57054,1,0.00396962,0.481145,0.481145,1,-999
8,gen=4_member=368_pso,0.0538861,6.80258,1,0.0106495,0.478153,0.478153,1,-999
8,gen=6_member=502_pso,0.0345875,6.99571,1,0.0101077,0.477243,0.477243,1,-999
8,gen=5_member=453_pso,0.0323251,7.02983,1,0.00987261,0.474896,0.474896,1,-999
8,gen=3_member=253_pso,0.0363793,6.97884,1,0.00986993,0.479445,0.479445,1,-999
8,gen=7_member=659_pso,0.0475652,6.86633,1,0.00982373,0.483976,0.483976,1,-999
8,gen=7_member=628_pso,0.132135,6.2828,1,0.00871807,0.486485,0.486485,1,-999
8,gen=4_member=323_pso,0.0643371,6.70769,1,0.00842664,0.480946,0.480946,1,-999
8,gen=5_member=465_pso,0.0660064,6.69536,1,0.00813748,0.482376,0.482376,1,-999
8,gen=6_member=564_pso,0.0339299,7.01163,1,0.0072637,0.473816,0.473816,1,-999
8,gen=7_member=631_pso,0.186284,6.03755,2,0.0741009,0.488761,0.488761,1,-999
8,gen=7_member=682_pso,0.137296,6.25062,1,0.00708022,0.482516,0.482516,1,-999
8,gen=3_member=284_pso,0.130931,6.28752,1,0.0069564,0.487637,0.487637,1,-999
8,gen=5_member=407_pso,0.0643855,6.70095,1,0.00688863,0.481044,0.481044,1,-999
8,gen=6_member=537_pso,0.0663575,6.68579,1,0.00672185,0.484608,0.484608,1,-999
8,gen=7_member=683_pso,0.0328273,7.02567,1,0.00662225,0.474883,0.474883,1,-999
8,gen=6_member=519_pso,0.0467824,6.87225,1,0.0065605,0.484584,0.484584,1,-999
8,gen=5_member=483_pso,0.0113706,7.26319,1,0.00622483,0.477591,0.477591,1,-999
8,gen=5_member=425_pso,0.0122176,7.2337,1,0.0055613,0.477661,0.477661,1,-999
8,gen=7_member=666_pso,0.00535244,7.48003,1,0.00521685,0.464492,0.464492,1,-999
8,gen=4_member=310_pso,0.00452216,7.52469,1,0.00520653,0.462039,0.462039,1,-999
8,gen=7_member=689_pso,0.00639246,7.43002,1,0.00497573,0.468366,0.468366,1,-999
8,gen=7_member=671_pso,0.00339105,7.60174,1,0.00490331,0.467124,0.467124,1,-999
8,gen=5_member=474_pso,0.010611,7.28511,1,0.00460528,0.476391,0.476391,1,-999
8,gen=4_member=313_pso,0.00738792,7.38661,1,0.00447103,0.47584,0.47584,1,-999
8,gen=7_member=635_pso,0.00591693,7.461,1,0.00429176,0.466685,0.466685,1,-999
8,gen=6_member=541_pso,0.00869856,7.34752,1,0.00413919,0.474214,0.474214,1,-999
8,gen=6_member=543_pso,0.0071227,7.4069,1,0.00410789,0.47324,0.47324,1,-999
8,gen=6_member=552_pso,0.042073,6.92444,1,0.00394542,0.480853,0.480853,1,-999
8,gen=5_member=409_pso,0.00820615,7.35966,1,0.00386145,0.475881,0.475881,1,-999
8,gen=7_member=637_pso,0.00932671,7.32719,1,0.00375559,0.477661,0.477661,1,-999
8,gen=6_member=508_pso,0.0121195,7.23882,1,0.00349556,0.478155,0.478155,1,-999
8,gen=5_member=457_pso,0.00465274,7.51609,1,0.00342626,0.463721,0.463721,1,-999
8,gen=5_member=441_pso,0.0247343,7.13711,2,0.00415071,0.475628,0.475628,1,-999
8,gen=6_member=595_pso,0.00214505,7.71196,1,0.00145736,0.468927,0.468927,1,-999
8,gen=7_member=655_pso,0.00960864,7.31828,1,0.00268836,0.478777,0.478777,1,-999
8,gen=5_member=467_pso,0.00997817,7.29499,1,0.00266551,0.477881,0.477881,1,-999
8,gen=6_member=591_pso,0.0102546,7.29384,1,0.00261164,0.477827,0.477827,1,-999
8,gen=6_member=586_pso,0.00167202,7.77026,1,0.00190824,0.472414,0.472414,1,-999
8,gen=3_member=270_pso,0.00333395,7.60996,1,0.0024463,0.465338,0.465338,1,-999
8,gen=5_member=438_pso,0.00279824,7.64919,1,0.0024383,0.468046,0.468046,1,-999
8,gen=5_member=496_pso,0.00832366,7.35699,1,0.00203196,0.475275,0.475275,1,-999
8,gen=6_member=582_pso,0.00119286,7.84448,1,0.00151794,0.468927,0.468927,1,-999
8,gen=6_member=549_pso,0.00148882,7.7886,1,0.00148166,0.470262,0.470262,1,-999
8,gen=5_member=419_pso,0.002564,7.66213,1,0.0013481,0.467847,0.467847,1,-999
8,gen=3_member=297_pso,0.00236749,7.69187,1,0.00111975,0.464551,0.464551,1,-999
8,gen=5_member=482_pso,0.000891618,7.90038,1,0.00099415,0.459615,0.459615,1,-999
8,gen=5_member=431_pso,0.00274308,7.65348,1,0.000966619,0.468356,0.468356,1,-999
8,gen=4_member=318_pso,0.000740784,7.93988,1,0.000938365,0.451418,0.451418,1,-999
8,gen=5_member=460_pso,0.0024164,7.68899,1,0.000810931,0.463931,0.463931,1,-999
8,gen=6_member=587_pso,0.000629571,7.95835,1,0.000781929,0.447686,0.447686,1,-999
8,gen=6_member=588_pso,0.00155191,7.78572,1,0.000756004,0.470898,0.470898,1,-999
8,gen=6_member=531_pso,0.000981695,7.87872,1,0.000717023,0.464236,0.464236,1,-999
8,gen=5_member=475_pso,0.00106537,7.86639,1,0.000574764,0.466908,0.466908,1,-999
8,gen=4_member=330_pso,0.00112098,7.85459,1,0.000526079,0.466715,0.466715,1,-999
8,gen=6_member=534_pso,0.000664225,7.95574,1,0.000458932,0.44821,0.44821,1,-999
8,gen=5_member=449_pso,0.0247743,7.13529,2,0.747792,0.475217,0.475217,1,-999
8,gen=6_member=576_pso,0.223381,5.89626,1,0.0304011,0.474284,0.474284,1,-999
8,gen=8_member=788_pso,0.242803,5.82685,1,1e+30,0.458607,0.458607,1,-999
8,gen=8_member=717_pso,0.227138,5.88079,1,0.0639892,0.470733,0.470733,1,-999
8,gen=8_member=734_pso,0.203181,5.96236,1,0.0505715,0.485343,0.485343,1,-999
8,gen=8_member=730_pso,0.226432,5.88807,1,0.0155055,0.472336,0.472336,1,-999
8,gen=8_member=797_pso,0.164158,6.13265,1,0.0296281,0.488154,0.488154,1,-999
8,gen=8_member=719_pso,0.178726,6.06422,1,0.0293805,0.489147,0.489147,1,-999
8,gen=8_member=700_pso,0.0226444,7.15495,1,0.0262797,0.475894,0.475894,1,-999
8,gen=8_member=751_pso,0.0920393,6.51235,1,0.0253537,0.476388,0.476388,1,-999
8,gen=8_member=765_pso,0.214238,5.92805,1,0.023869,1.47997,1.47997,1,-999
8,gen=8_member=707_pso,0.167256,6.11088,1,0.0226399,1.48827,1.48827,1,-999
8,gen=8_member=711_pso,0.195198,6.00097,1,0.021379,0.489574,0.489574,1,-999
8,gen=8_member=769_pso,0.186244,6.03306,1,0.0205049,2.48772,2.48772,1,-999
8,gen=8_member=786_pso,0.170837,6.09488,1,0.018486,2.48675,2.48675,1,-999
8,gen=8_member=779_pso,0.104177,6.43407,1,0.0184483,0.476776,0.476776,1,-999
8,gen=8_member=799_pso,0.040867,6.93531,1,0.0184459,0.481549,0.481549,1,-999
8,gen=8_member=705_pso,0.0783224,6.59404,1,0.0167398,0.48362,0.48362,1,-999
8,gen=8_member=781_pso,0.129035,6.29872,1,0.020523,0.48809,0.48809,1,-999
8,gen=8_member=722_pso,0.170285,6.10628,1,0.014776,0.487606,0.487606,1,-999
8,gen=8_member=716_pso,0.109042,6.40306,1,0.014197,0.480409,0.480409,1,-999
8,gen=8_member=713_pso,0.192472,6.01211,1,0.0123769,0.487592,0.487592,1,-999
8,gen=8_member=732_pso,0.174956,6.08212,1,0.0121184,0.488665,0.488665,1,-999
8,gen=8_member=746_pso,0.0529959,6.8135,1,0.0120849,0.478806,0.478806,1,-999
8,gen=8_member=702_pso,0.110987,6.3942,1,0.0109836,0.482511,0.482511,1,-999
8,gen=8_member=794_pso,0.119518,6.34597,1,0.010944,0.486651,0.486651,1,-999
8,gen=8_member=727_pso,0.0438656,6.90156,1,0.0102042,0.481315,0.481315,1,-999
8,gen=8_member=728_pso,0.157519,6.16038,1,0.00961072,0.48383,0.48383,1,-999
8,gen=8_member=791_pso,0.0813894,6.57684,1,0.00919541,0.482506,0.482506,1,-999
8,gen=8_member=714_pso,0.0237375,7.13309,1,0.00894665,3.47537,3.47537,1,-999
8,gen=8_member=759_pso,0.123782,6.32285,1,0.00874557,0.486399,0.486399,1,-999
8,gen=8_member=792_pso,0.0448781,6.89351,1,0.00870622,0.480671,0.480671,1,-999
8,gen=8_member=782_pso,0.195164,6.00185,1,0.00811026,0.48978,0.48978,1,-999
8,gen=8_member=785_pso,0.00201433,7.72465,1,0.00195201,0.47105,0.47105,1,-999
8,gen=8_member=789_pso,0.0718462,6.64602,1,0.00693905,0.484935,0.484935,1,-999
9,gen=4_member=320_pso,0.000474741,8,2,1e+30,0.439492,0.439492,1,-999
9,gen=8_member=788_pso,0.242803,5.82685,1,1e+30,0.461897,0.461897,1,-999
9,gen=8_member=717_pso,0.227138,5.88079,1,0.0309525,0.4742,0.4742,1,-999
9,gen=8_member=734_pso,0.203181,5.96236,1,0.0504978,0.483298,0.483298,1,-999
9,gen=6_member=559_pso,0.21328,5.93316,1,0.0455616,0.481167,0.481167,1,-999
9,gen=6_member=528_pso,0.0945761,6.49318,1,0.0457455,0.477592,0.477592,1,-999
9,gen=5_member=414_pso,0.152694,6.17981,2,0.0589567,0.482516,0.482516,1,-999
9,gen=7_member=629_pso,0.103006,6.44355,1,0.0395599,0.478035,0.478035,1,-999
9,gen=6_member=525_pso,0.219065,5.91079,1,0.0376741,0.479102,0.479102,1,-999
9,gen=5_member=424_pso,0.14564,6.21489,2,0.0557991,0.481047,0.481047,1,-999
9,gen=7_member=603_pso,0.184821,6.04228,1,0.0120708,0.48978,0.48978,1,-999
9,gen=6_member=576_pso,0.223381,5.89626,1,0.0303568,0.477804,0.477804,1,-999
9,gen=8_member=797_pso,0.164158,6.13265,2,1e+30,0.487407,0.487407,1,-999
9,gen=8_member=719_pso,0.178726,6.06422,1,0.00827128,0.489058,0.489058,1,-999
9,gen=6_member=522_pso,0.14356,6.22067,2,0.0429095,0.482455,0.482455,1,-999
9,gen=6_member=571_pso,0.0884321,6.53021,1,0.0271271,0.479655,0.479655,1,-999
9,gen=7_member=686_pso,0.157619,6.15552,2,0,0.484104,0.484104,1,-999
9,gen=8_member=700_pso,0.0226444,7.15495,1,0.0262415,0.472904,0.472904,1,-999
9,gen=6_member=526_pso,0.138616,6.2431,2,0.0382689,0.481586,0.481586,1,-999
9,gen=8_member=751_pso,0.0920393,6.51235,2,0.694809,0.480115,0.480115,1,-999
9,gen=6_member=509_pso,0.0853209,6.54439,1,0.0184147,0.483009,0.483009,1,-999
9,gen=7_member=609_pso,0.200344,5.9766,1,0.0100172,0.485862,0.485862,1,-999
9,gen=8_member=765_pso,0.214238,5.92805,1,0.0238342,0.479967,0.479967,1,-999
9,gen=5_member=436_pso,0.0275053,7.09081,1,0.0226646,0.473411,0.473411,1,-999
9,gen=8_member=707_pso,0.167256,6.11088,1,0.0179406,0.487303,0.487303,1,-999
9,gen=4_member=311_pso,0.0173692,7.18439,1,0.0224164,0.474005,0.474005,1,-999
9,gen=8_member=711_pso,0.195198,6.00097,1,0.0141371,0.489365,0.489365,1,-999
9,gen=7_member=668_pso,0.0743937,6.62278,1,0.0106419,0.486292,0.486292,1,-999
9,gen=5_member=481_pso,0.0134672,7.20248,1,0.00623516,0.477881,0.477881,1,-999
9,gen=8_member=781_pso,0.129035,6.29872,1,0.0204931,0.48809,0.48809,1,-999
9,gen=8_member=769_pso,0.186244,6.03306,1,0.0103968,0.49,0.49,1,-999
9,gen=6_member=535_pso,0.115191,6.36946,1,0.0204096,0.486738,0.486738,1,-999
9,gen=4_member=391_pso,0.107476,6.41443,1,0.0200478,0.480816,0.480816,1,-999
9,gen=7_member=680_pso,0.15529,6.16847,2,0.0294797,0.481878,0.481878,1,-999
9,gen=4_member=335_pso,0.0304349,7.05394,1,0.00829218,0.471902,0.471902,1,-999
9,gen=5_member=411_pso,0.133044,6.2677,2,0.0291118,0.483423,0.483423,1,-999
9,gen=6_member=565_pso,0.0558283,6.78647,1,0.0187845,0.479398,0.479398,1,-999
9,gen=5_member=434_pso,0.125476,6.31249,1,0.0184972,0.486037,0.486037,1,-999
9,gen=5_member=479_pso,0.0369793,6.97206,1,0.00822541,0.480276,0.480276,1,-999
9,gen=7_member=672_pso,0.0584448,6.74686,1,0.0166704,0.481978,0.481978,1,-999
9,gen=8_member=786_pso,0.170837,6.09488,1,0.0184591,0.486956,0.486956,1,-999
9,gen=8_member=779_pso,0.104177,6.43407,1,0.0184215,0.4786,0.4786,1,-999
9,gen=8_member=799_pso,0.040867,6.93531,1,0.012666,0.481549,0.481549,1,-999
9,gen=7_member=688_pso,0.118531,6.35298,1,0.0178287,0.487572,0.487572,1,-999
9,gen=4_member=315_pso,0.136901,6.25618,2,0.0259796,0.481236,0.481236,1,-999
9,gen=6_member=563_pso,0.113578,6.38234,1,0.00996225,0.485352,0.485352,1,-999
9,gen=5_member=405_pso,0.174765,6.09213,1,0.0169736,0.487785,0.487785,1,-999
9,gen=8_member=705_pso,0.0783224,6.59404,1,0.00708704,0.486604,0.486604,1,-999
9,gen=7_member=698_pso,0.0623435,6.71807,1,0.00960052,0.482467,0.482467,1,-999
9,gen=6_member=504_pso,0.18979,6.02125,1,0.0119049,0.489147,0.489147,1,-999
9,gen=5_member=440_pso,0.0172044,7.18621,1,0.0149923,0.474416,0.474416,1,-999
9,gen=7_member=632_pso,0.0603086,6.74134,1,0.0101764,0.482502,0.482502,1,-999
9,gen=7_member=654_pso,0.0698856,6.66126,1,0.0159445,0.48607,0.48607,1,-999
9,gen=5_member=461_pso,0.0503191,6.8358,1,0.0157943,0.478628,0.478628,1,-999
9,gen=6_member=578_pso,0.177701,6.07297,1,0.0155367,0.487085,0.487085,1,-999
9,gen=6_member=597_pso,0.0248125,7.13081,1,0.0155259,0.474216,0.474216,1,-999
9,gen=8_member=730_pso,0.226432,5.88807,1,0.015483,0.475825,0.475825,1,-999
9,gen=8_member=722_pso,0.170285,6.10628,1,0.0147545,0.487074,0.487074,1,-999
9,gen=6_member=520_pso,0.0676353,6.67264,1,0.014538,0.484644,0.484644,1,-999
9,gen=8_member=716_pso,0.109042,6.40306,1,0.0141763,0.483345,0.483345,1,-999
9,gen=6_member=569_pso,0.0823514,6.56696,1,0.00812109,0.483241,0.483241,1,-999
9,gen=7_member=691_pso,0.164799,6.12738,1,0.0119949,0.486901,0.486901,1,-999
9,gen=8_member=713_pso,0.192472,6.01211,1,0.0123588,0.489309,0.489309,1,-999
9,gen=7_member=643_pso,0.0797641,6.58584,1,0.0121111,0.485274,0.485274,1,-999
9,gen=8_member=732_pso,0.174956,6.08212,1,0.0121007,0.487993,0.487993,1,-999
9,gen=8_member=746_pso,0.0529959,6.8135,1,0.0120673,0.478806,0.478806,1,-999
9,gen=6_member=523_pso,0.121183,6.33728,1,0.0107573,0.487309,0.487309,1,-999
9,gen=6_member=512_pso,0.201026,5.97492,1,0.0116872,0.48544,0.48544,1,-999
9,gen=6_member=506_pso,0.0491629,6.84512,1,0.0113476,0.479046,0.479046,1,-999
9,gen=6_member=548_pso,0.193233,6.00884,1,0.0110922,0.488505,0.488505,1,-999
9,gen=6_member=513_pso,0.190233,6.02098,1,0.0110503,0.489058,0.489058,1,-999
9,gen=8_member=702_pso,0.110987,6.3942,1,0.00765216,0.485473,0.485473,1,-999
9,gen=8_member=794_pso,0.119518,6.34597,1,0.010928,0.487814,0.487814,1,-999
9,gen=5_member=478_pso,0.122427,6.33656,2,0.244962,0.487092,0.487092,1,-999
9,gen=4_member=368_pso,0.0538861,6.80258,1,0.0106339,0.479511,0.479511,1,-999
9,gen=5_member=418_pso,0.0731863,6.63572,1,0.0104973,0.485419,0.485419,1,-999
9,gen=8_member=727_pso,0.0438656,6.90156,1,0.0101894,0.481315,0.481315,1,-999
9,gen=6_member=502_pso,0.0345875,6.99571,1,0.010093,0.477417,0.477417,1,-999
9,gen=5_member=453_pso,0.0323251,7.02983,1,0.00985823,0.475371,0.475371,1,-999
9,gen=3_member=253_pso,0.0363793,6.97884,1,0.00985556,0.480739,0.480739,1,-999
9,gen=7_member=659_pso,0.0475652,6.86633,1,0.00980942,0.483253,0.483253,1,-999
9,gen=8_member=728_pso,0.157519,6.16038,2,0.0142284,0.48383,0.48383,1,-999
9,gen=8_member=791_pso,0.0813894,6.57684,1,0.00918202,0.484176,0.484176,1,-999
9,gen=8_member=714_pso,0.0237375,7.13309,1,0.00893362,0.474427,0.474427,1,-999
9,gen=8_member=759_pso,0.123782,6.32285,1,0.00996252,0.486399,0.486399,1,-999
9,gen=7_member=628_pso,0.132135,6.2828,2,0.0648615,0.486485,0.486485,1,-999
9,gen=8_member=792_pso,0.0448781,6.89351,1,0.00869354,0.480671,0.480671,1,-999
9,gen=4_member=323_pso,0.0643371,6.70769,1,0.007199,0.482506,0.482506,1,-999
9,gen=5_member=465_pso,0.0660064,6.69536,1,0.00812563,0.485419,0.485419,1,-999
9,gen=8_member=782_pso,0.195164,6.00185,1,0.00809844,0.489569,0.489569,1,-999
9,gen=5_member=470_pso,0.0715048,6.64868,1,0.00807885,0.485568,0.485568,1,-999
9,gen=7_member=652_pso,0.110917,6.39519,1,0.00801453,0.485242,0.485242,1,-999
9,gen=4_member=340_pso,0.0459754,6.87644,1,0.00784677,0.482095,0.482095,1,-999
9,gen=7_member=623_pso,0.13045,6.29221,1,0.00781206,0.487857,0.487857,1,-999
9,gen=5_member=429_pso,0.0424053,6.92033,1,0.007387,0.481745,0.481745,1,-999
9,gen=6_member=564_pso,0.0339299,7.01163,1,0.00725312,0.47808,0.47808,1,-999
9,gen=7_member=682_pso,0.137296,6.25062,2,0.0104821,0.482281,0.482281,1,-999
9,gen=7_member=636_pso,0.124546,6.31578,1,0.00698203,0.486738,0.486738,1,-999
9,gen=3_member=284_pso,0.130931,6.28752,1,0.00342225,0.487637,0.487637,1,-999
9,gen=8_member=789_pso,0.0718462,6.64602,1,0.00692894,0.485274,0.485274,1,-999
9,gen=5_member=407_pso,0.0643855,6.70095,1,0.0068786,0.484069,0.484069,1,-999
